Sexo;Edad;Dificultad para llegar a fin de mes;Periodo;Total
Mujeres;65 y más años;Con mucha dificultad;2020;7
Mujeres;65 y más años;Con mucha dificultad;2019;5,1
Mujeres;65 y más años;Con mucha dificultad;2018;8
Mujeres;65 y más años;Con mucha dificultad;2017;7,9
Mujeres;65 y más años;Con mucha dificultad;2016;12,7
Mujeres;65 y más años;Con mucha dificultad;2015;9,9
Mujeres;65 y más años;Con mucha dificultad;2014;11,9
Mujeres;65 y más años;Con mucha dificultad;2013;12,7
Mujeres;65 y más años;Con mucha dificultad;2012;9,5
Mujeres;65 y más años;Con mucha dificultad;2011;7,5
Mujeres;65 y más años;Con mucha dificultad;2010;11,4
Mujeres;65 y más años;Con mucha dificultad;2009;11,4
Mujeres;65 y más años;Con mucha dificultad;2008;11,4
Mujeres;65 y más años;Con mucha dificultad;2007;11,6
Mujeres;65 y más años;Con mucha dificultad;2006;12,2
Mujeres;65 y más años;Con mucha dificultad;2005;12,6
Mujeres;65 y más años;Con mucha dificultad;2004;13
Mujeres;65 y más años;Con dificultad;2024;9,8
Mujeres;65 y más años;Con dificultad;2023;10,8
Mujeres;65 y más años;Con dificultad;2022;10,9
Mujeres;65 y más años;Con dificultad;2021;10,3
Mujeres;65 y más años;Con dificultad;2020;9,8
Mujeres;65 y más años;Con dificultad;2019;13,1
Mujeres;65 y más años;Con dificultad;2018;15,9
Mujeres;65 y más años;Con dificultad;2017;15,2
Mujeres;65 y más años;Con dificultad;2016;17,4
Mujeres;65 y más años;Con dificultad;2015;21,1
Mujeres;65 y más años;Con dificultad;2014;21,1
Mujeres;65 y más años;Con dificultad;2013;20
Mujeres;65 y más años;Con dificultad;2012;19,6
Mujeres;65 y más años;Con dificultad;2011;15,7
Mujeres;65 y más años;Con dificultad;2010;18,1
Mujeres;65 y más años;Con dificultad;2009;18,1
Mujeres;65 y más años;Con dificultad;2008;18,3
Mujeres;65 y más años;Con dificultad;2007;17,5
Mujeres;65 y más años;Con dificultad;2006;19,8
Mujeres;65 y más años;Con dificultad;2005;16,7
Mujeres;65 y más años;Con dificultad;2004;18,2
Mujeres;65 y más años;Con cierta dificultad;2024;22,2
Mujeres;65 y más años;Con cierta dificultad;2023;22,9
Mujeres;65 y más años;Con cierta dificultad;2022;24,8
Mujeres;65 y más años;Con cierta dificultad;2021;23,4
Mujeres;65 y más años;Con cierta dificultad;2020;21,4
Mujeres;65 y más años;Con cierta dificultad;2019;27,8
Mujeres;65 y más años;Con cierta dificultad;2018;29,5
Mujeres;65 y más años;Con cierta dificultad;2017;27,5
Mujeres;65 y más años;Con cierta dificultad;2016;29,6
Mujeres;65 y más años;Con cierta dificultad;2015;32
Mujeres;65 y más años;Con cierta dificultad;2014;32,9
Mujeres;65 y más años;Con cierta dificultad;2013;30,3
Mujeres;65 y más años;Con cierta dificultad;2012;31,1
Mujeres;65 y más años;Con cierta dificultad;2011;32,8
Mujeres;65 y más años;Con cierta dificultad;2010;31,9
Mujeres;65 y más años;Con cierta dificultad;2009;30,9
Mujeres;65 y más años;Con cierta dificultad;2008;33,4
Mujeres;65 y más años;Con cierta dificultad;2007;31,1
Mujeres;65 y más años;Con cierta dificultad;2006;31,5
Mujeres;65 y más años;Con cierta dificultad;2005;34
Mujeres;65 y más años;Con cierta dificultad;2004;32,3
Mujeres;65 y más años;Con cierta facilidad;2024;32,1
Mujeres;65 y más años;Con cierta facilidad;2023;31
Mujeres;65 y más años;Con cierta facilidad;2022;31,2
Mujeres;65 y más años;Con cierta facilidad;2021;32,6
Mujeres;65 y más años;Con cierta facilidad;2020;34,9
Mujeres;65 y más años;Con cierta facilidad;2019;35,6
Mujeres;65 y más años;Con cierta facilidad;2018;33,3
Mujeres;65 y más años;Con cierta facilidad;2017;35,2
Mujeres;65 y más años;Con cierta facilidad;2016;28,7
Mujeres;65 y más años;Con cierta facilidad;2015;27,6
Mujeres;65 y más años;Con cierta facilidad;2014;24,9
Mujeres;65 y más años;Con cierta facilidad;2013;27,3
Mujeres;65 y más años;Con cierta facilidad;2012;28
Mujeres;65 y más años;Con cierta facilidad;2011;31
Mujeres;65 y más años;Con cierta facilidad;2010;24,7
Mujeres;65 y más años;Con cierta facilidad;2009;27,8
Mujeres;65 y más años;Con cierta facilidad;2008;24,8
Mujeres;65 y más años;Con cierta facilidad;2007;26,1
Mujeres;65 y más años;Con cierta facilidad;2006;25,9
Mujeres;65 y más años;Con cierta facilidad;2005;26,5
Mujeres;65 y más años;Con cierta facilidad;2004;26,9
Mujeres;65 y más años;Con facilidad;2024;26,4
Mujeres;65 y más años;Con facilidad;2023;25,6
Mujeres;65 y más años;Con facilidad;2022;23,2
Mujeres;65 y más años;Con facilidad;2021;23,4
Mujeres;65 y más años;Con facilidad;2020;24,7
Mujeres;65 y más años;Con facilidad;2019;17,4
Mujeres;65 y más años;Con facilidad;2018;12,3
Mujeres;65 y más años;Con facilidad;2017;13,3
Mujeres;65 y más años;Con facilidad;2016;10,8
Mujeres;65 y más años;Con facilidad;2015;8,7
Mujeres;65 y más años;Con facilidad;2014;8,9
Mujeres;65 y más años;Con facilidad;2013;8,9
Mujeres;65 y más años;Con facilidad;2012;10,8
Mujeres;65 y más años;Con facilidad;2011;12,4
Mujeres;65 y más años;Con facilidad;2010;13,2
Mujeres;65 y más años;Con facilidad;2009;10,8
Mujeres;65 y más años;Con facilidad;2008;11,5
Mujeres;65 y más años;Con facilidad;2007;12,7
Mujeres;65 y más años;Con facilidad;2006;9,7
Mujeres;65 y más años;Con facilidad;2005;9,4
Mujeres;65 y más años;Con facilidad;2004;8,7
Mujeres;65 y más años;Con mucha facilidad;2024;3,4
Mujeres;65 y más años;Con mucha facilidad;2023;3,4
Mujeres;65 y más años;Con mucha facilidad;2022;3
Mujeres;65 y más años;Con mucha facilidad;2021;3,7
Mujeres;65 y más años;Con mucha facilidad;2020;1,9
Mujeres;65 y más años;Con mucha facilidad;2019;0,9
Mujeres;65 y más años;Con mucha facilidad;2018;1
Mujeres;65 y más años;Con mucha facilidad;2017;0,8
Mujeres;65 y más años;Con mucha facilidad;2016;0,8
Mujeres;65 y más años;Con mucha facilidad;2015;0,6
Mujeres;65 y más años;Con mucha facilidad;2014;0,3
Mujeres;65 y más años;Con mucha facilidad;2013;0,7
Mujeres;65 y más años;Con mucha facilidad;2012;0,9
Mujeres;65 y más años;Con mucha facilidad;2011;0,5
Mujeres;65 y más años;Con mucha facilidad;2010;0,7
Mujeres;65 y más años;Con mucha facilidad;2009;1
Mujeres;65 y más años;Con mucha facilidad;2008;0,5
Mujeres;65 y más años;Con mucha facilidad;2007;0,9
Mujeres;65 y más años;Con mucha facilidad;2006;0,7
Mujeres;65 y más años;Con mucha facilidad;2005;0,7
Mujeres;65 y más años;Con mucha facilidad;2004;0,6
Mujeres;65 y más años;No consta;2024;0,4
Mujeres;65 y más años;No consta;2023;0,5
Mujeres;65 y más años;No consta;2022;0,4
Mujeres;65 y más años;No consta;2021;0
Mujeres;65 y más años;No consta;2020;0,2
Mujeres;65 y más años;No consta;2019;0,1
Mujeres;65 y más años;No consta;2018;..
Mujeres;65 y más años;No consta;2017;..
Mujeres;65 y más años;No consta;2016;..
Mujeres;65 y más años;No consta;2015;..
Mujeres;65 y más años;No consta;2014;..
Mujeres;65 y más años;No consta;2013;..
Mujeres;65 y más años;No consta;2012;..
Mujeres;65 y más años;No consta;2011;..
Mujeres;65 y más años;No consta;2010;..
Mujeres;65 y más años;No consta;2009;0
Mujeres;65 y más años;No consta;2008;0
Mujeres;65 y más años;No consta;2007;0,1
Mujeres;65 y más años;No consta;2006;0,1
Mujeres;65 y más años;No consta;2005;0,1
Mujeres;65 y más años;No consta;2004;0,3
Mujeres;Menos de 18 años;Con mucha dificultad;2024;11,4
Mujeres;Menos de 18 años;Con mucha dificultad;2023;11,9
Mujeres;Menos de 18 años;Con mucha dificultad;2022;12,1
Mujeres;Menos de 18 años;Con mucha dificultad;2021;10,3
Mujeres;Menos de 18 años;Con mucha dificultad;2020;11,7
Mujeres;Menos de 18 años;Con mucha dificultad;2019;10,3
Mujeres;Menos de 18 años;Con mucha dificultad;2018;13,1
Mujeres;Menos de 18 años;Con mucha dificultad;2017;12
Mujeres;Menos de 18 años;Con mucha dificultad;2016;20
Mujeres;Menos de 18 años;Con mucha dificultad;2015;18,7
Mujeres;Menos de 18 años;Con mucha dificultad;2014;21,3
Mujeres;Menos de 18 años;Con mucha dificultad;2013;23,8
Mujeres;Menos de 18 años;Con mucha dificultad;2012;16,7
Mujeres;Menos de 18 años;Con mucha dificultad;2011;13
Mujeres;Menos de 18 años;Con mucha dificultad;2010;20,2
Mujeres;Menos de 18 años;Con mucha dificultad;2009;22,5
Mujeres;Menos de 18 años;Con mucha dificultad;2008;17,8
Mujeres;Menos de 18 años;Con mucha dificultad;2007;13,7
Mujeres;Menos de 18 años;Con mucha dificultad;2006;15
Mujeres;Menos de 18 años;Con mucha dificultad;2005;13,6
Mujeres;Menos de 18 años;Con mucha dificultad;2004;13,8
Mujeres;Menos de 18 años;Con dificultad;2024;15
Mujeres;Menos de 18 años;Con dificultad;2023;14,7
Mujeres;Menos de 18 años;Con dificultad;2022;13,7
Mujeres;Menos de 18 años;Con dificultad;2021;14,6
Mujeres;Menos de 18 años;Con dificultad;2020;13,6
Mujeres;Menos de 18 años;Con dificultad;2019;16,3
Mujeres;Menos de 18 años;Con dificultad;2018;17
Mujeres;Menos de 18 años;Con dificultad;2017;15,9
Mujeres;Menos de 18 años;Con dificultad;2016;21,6
Mujeres;Menos de 18 años;Con dificultad;2015;20,2
Mujeres;Menos de 18 años;Con dificultad;2014;22,7
Mujeres;Menos de 18 años;Con dificultad;2013;20,5
Mujeres;Menos de 18 años;Con dificultad;2012;22,1
Mujeres;Menos de 18 años;Con dificultad;2011;20,7
Mujeres;Menos de 18 años;Con dificultad;2010;20,7
Mujeres;Menos de 18 años;Con dificultad;2009;19,5
Mujeres;Menos de 18 años;Con dificultad;2008;20,2
Mujeres;Menos de 18 años;Con dificultad;2007;16,9
Mujeres;Menos de 18 años;Con dificultad;2006;21,2
Mujeres;Menos de 18 años;Con dificultad;2005;17,9
Mujeres;Menos de 18 años;Con dificultad;2004;17,8
Mujeres;Menos de 18 años;Con cierta dificultad;2024;27
Mujeres;Menos de 18 años;Con cierta dificultad;2023;27
Mujeres;Menos de 18 años;Con cierta dificultad;2022;26,8
Mujeres;Menos de 18 años;Con cierta dificultad;2021;23,8
Mujeres;Menos de 18 años;Con cierta dificultad;2020;24,6
Mujeres;Menos de 18 años;Con cierta dificultad;2019;27,5
Mujeres;Menos de 18 años;Con cierta dificultad;2018;28,5
Mujeres;Menos de 18 años;Con cierta dificultad;2017;28,5
Mujeres;Menos de 18 años;Con cierta dificultad;2016;25,8
Mujeres;Menos de 18 años;Con cierta dificultad;2015;29,8
Mujeres;Menos de 18 años;Con cierta dificultad;2014;27
Mujeres;Menos de 18 años;Con cierta dificultad;2013;28,3
Mujeres;Menos de 18 años;Con cierta dificultad;2012;30
Mujeres;Menos de 18 años;Con cierta dificultad;2011;30,6
Mujeres;Menos de 18 años;Con cierta dificultad;2010;26
Mujeres;Menos de 18 años;Con cierta dificultad;2009;25,5
Mujeres;Menos de 18 años;Con cierta dificultad;2008;29
Mujeres;Menos de 18 años;Con cierta dificultad;2007;32,4
Mujeres;Menos de 18 años;Con cierta dificultad;2006;31,7
Mujeres;Menos de 18 años;Con cierta dificultad;2005;31,8
Mujeres;Menos de 18 años;Con cierta dificultad;2004;32,1
Mujeres;Menos de 18 años;Con cierta facilidad;2024;26,1
Mujeres;Menos de 18 años;Con cierta facilidad;2023;27,7
Mujeres;Menos de 18 años;Con cierta facilidad;2022;25,9
Mujeres;Menos de 18 años;Con cierta facilidad;2021;27,2
Mujeres;Menos de 18 años;Con cierta facilidad;2020;28,4
Mujeres;Menos de 18 años;Con cierta facilidad;2019;30,9
Mujeres;Menos de 18 años;Con cierta facilidad;2018;27,5
Mujeres;Menos de 18 años;Con cierta facilidad;2017;29,8
Mujeres;Menos de 18 años;Con cierta facilidad;2016;22,5
Mujeres;Menos de 18 años;Con cierta facilidad;2015;22,2
Mujeres;Menos de 18 años;Con cierta facilidad;2014;21,4
Mujeres;Menos de 18 años;Con cierta facilidad;2013;18,6
Mujeres;Menos de 18 años;Con cierta facilidad;2012;23,1
Mujeres;Menos de 18 años;Con cierta facilidad;2011;25,2
Mujeres;Menos de 18 años;Con cierta facilidad;2010;20,5
Mujeres;Menos de 18 años;Con cierta facilidad;2009;21,4
Mujeres;Menos de 18 años;Con cierta facilidad;2008;22,5
Mujeres;Menos de 18 años;Con cierta facilidad;2007;24,7
Mujeres;Menos de 18 años;Con cierta facilidad;2006;22,7
Mujeres;Menos de 18 años;Con cierta facilidad;2005;26,2
Mujeres;Menos de 18 años;Con cierta facilidad;2004;25,3
Mujeres;Menos de 18 años;Con facilidad;2024;17,3
Mujeres;Menos de 18 años;Con facilidad;2023;15,4
Mujeres;Menos de 18 años;Con facilidad;2022;17,6
Mujeres;Menos de 18 años;Con facilidad;2021;19,7
Mujeres;Menos de 18 años;Con facilidad;2020;19,1
Mujeres;Menos de 18 años;Con facilidad;2019;14,1
Mujeres;Menos de 18 años;Con facilidad;2018;13,1
Mujeres;Menos de 18 años;Con facilidad;2017;12,7
Mujeres;Menos de 18 años;Con facilidad;2016;9,2
Mujeres;Menos de 18 años;Con facilidad;2015;8,4
Mujeres;Menos de 18 años;Con facilidad;2014;6,9
Mujeres;Menos de 18 años;Con facilidad;2013;8,1
Mujeres;Menos de 18 años;Con facilidad;2012;7,7
Mujeres;Menos de 18 años;Con facilidad;2011;9,5
Mujeres;Menos de 18 años;Con facilidad;2010;11,6
Mujeres;Menos de 18 años;Con facilidad;2009;10,2
Mujeres;Menos de 18 años;Con facilidad;2008;9,8
Mujeres;Menos de 18 años;Con facilidad;2007;11,4
Mujeres;Menos de 18 años;Con facilidad;2006;8,4
Mujeres;Menos de 18 años;Con facilidad;2005;9,5
Mujeres;Menos de 18 años;Con facilidad;2004;10,3
Mujeres;Menos de 18 años;Con mucha facilidad;2024;3
Mujeres;Menos de 18 años;Con mucha facilidad;2023;3
Mujeres;Menos de 18 años;Con mucha facilidad;2022;3,8
Mujeres;Menos de 18 años;Con mucha facilidad;2021;4,3
Mujeres;Menos de 18 años;Con mucha facilidad;2020;2,5
Mujeres;Menos de 18 años;Con mucha facilidad;2019;0,7
Mujeres;Menos de 18 años;Con mucha facilidad;2018;0,8
Mujeres;Menos de 18 años;Con mucha facilidad;2017;1,1
Mujeres;Menos de 18 años;Con mucha facilidad;2016;1
Mujeres;Menos de 18 años;Con mucha facilidad;2015;0,7
Mujeres;Menos de 18 años;Con mucha facilidad;2014;0,7
Mujeres;Menos de 18 años;Con mucha facilidad;2013;0,8
Mujeres;Menos de 18 años;Con mucha facilidad;2012;0,4
Mujeres;Menos de 18 años;Con mucha facilidad;2011;1
Mujeres;Menos de 18 años;Con mucha facilidad;2010;1
Mujeres;Menos de 18 años;Con mucha facilidad;2009;1
Mujeres;Menos de 18 años;Con mucha facilidad;2008;0,6
Mujeres;Menos de 18 años;Con mucha facilidad;2007;0,8
Mujeres;Menos de 18 años;Con mucha facilidad;2006;0,9
Mujeres;Menos de 18 años;Con mucha facilidad;2005;0,7
Mujeres;Menos de 18 años;Con mucha facilidad;2004;0,6
Mujeres;Menos de 18 años;No consta;2024;0,2
Mujeres;Menos de 18 años;No consta;2023;0,4
Mujeres;Menos de 18 años;No consta;2022;0,2
Mujeres;Menos de 18 años;No consta;2021;0
Mujeres;Menos de 18 años;No consta;2020;0
Mujeres;Menos de 18 años;No consta;2019;0,1
Mujeres;Menos de 18 años;No consta;2018;..
Mujeres;Menos de 18 años;No consta;2017;..
Mujeres;Menos de 18 años;No consta;2016;..
Mujeres;Menos de 18 años;No consta;2015;..
Mujeres;Menos de 18 años;No consta;2014;0
Mujeres;Menos de 18 años;No consta;2013;..
Mujeres;Menos de 18 años;No consta;2012;..
Mujeres;Menos de 18 años;No consta;2011;..
Mujeres;Menos de 18 años;No consta;2010;..
Mujeres;Menos de 18 años;No consta;2009;..
Mujeres;Menos de 18 años;No consta;2008;0
Mujeres;Menos de 18 años;No consta;2007;0,1
Mujeres;Menos de 18 años;No consta;2006;0
Mujeres;Menos de 18 años;No consta;2005;0,2
Mujeres;Menos de 18 años;No consta;2004;0,1
Mujeres;De 18 a 64 años;Con mucha dificultad;2024;10
Mujeres;De 18 a 64 años;Con mucha dificultad;2023;10,1
Mujeres;De 18 a 64 años;Con mucha dificultad;2022;9,2
Mujeres;De 18 a 64 años;Con mucha dificultad;2021;9,2
Mujeres;De 18 a 64 años;Con mucha dificultad;2020;11,1
Mujeres;De 18 a 64 años;Con mucha dificultad;2019;8,9
Mujeres;De 18 a 64 años;Con mucha dificultad;2018;11,2
Mujeres;De 18 a 64 años;Con mucha dificultad;2017;9,8
Mujeres;De 18 a 64 años;Con mucha dificultad;2016;17,7
Mujeres;De 18 a 64 años;Con mucha dificultad;2015;15,8
Mujeres;De 18 a 64 años;Con mucha dificultad;2014;18,6
Mujeres;De 18 a 64 años;Con mucha dificultad;2013;19,3
Mujeres;De 18 a 64 años;Con mucha dificultad;2012;15,2
Mujeres;De 18 a 64 años;Con mucha dificultad;2011;11,9
Mujeres;De 18 a 64 años;Con mucha dificultad;2010;15,7
Mujeres;De 18 a 64 años;Con mucha dificultad;2009;15,8
Mujeres;De 18 a 64 años;Con mucha dificultad;2008;13,6
Mujeres;De 18 a 64 años;Con mucha dificultad;2007;10,7
Mujeres;De 18 a 64 años;Con mucha dificultad;2006;11,6
Mujeres;De 18 a 64 años;Con mucha dificultad;2005;10,8
Mujeres;De 18 a 64 años;Con mucha dificultad;2004;11,3
Mujeres;De 18 a 64 años;Con dificultad;2024;13,2
Mujeres;De 18 a 64 años;Con dificultad;2023;13,4
Mujeres;De 18 a 64 años;Con dificultad;2022;13,5
Mujeres;De 18 a 64 años;Con dificultad;2021;13,4
Mujeres;De 18 a 64 años;Con dificultad;2020;13,8
Mujeres;De 18 a 64 años;Con dificultad;2019;14
Mujeres;De 18 a 64 años;Con dificultad;2018;17,2
Mujeres;De 18 a 64 años;Con dificultad;2017;16,1
Mujeres;De 18 a 64 años;Con dificultad;2016;18,8
Mujeres;De 18 a 64 años;Con dificultad;2015;20,8
Mujeres;De 18 a 64 años;Con dificultad;2014;21,7
Mujeres;De 18 a 64 años;Con dificultad;2013;20
Mujeres;De 18 a 64 años;Con dificultad;2012;20,2
Mujeres;De 18 a 64 años;Con dificultad;2011;17,9
Mujeres;De 18 a 64 años;Con dificultad;2010;18,1
Mujeres;De 18 a 64 años;Con dificultad;2009;17,8
Mujeres;De 18 a 64 años;Con dificultad;2008;17,8
Mujeres;De 18 a 64 años;Con dificultad;2007;17,1
Mujeres;De 18 a 64 años;Con dificultad;2006;18,6
Mujeres;De 18 a 64 años;Con dificultad;2005;16,7
Mujeres;De 18 a 64 años;Con dificultad;2004;18,1
Mujeres;De 18 a 64 años;Con cierta dificultad;2024;26,4
Mujeres;De 18 a 64 años;Con cierta dificultad;2023;27,2
Mujeres;De 18 a 64 años;Con cierta dificultad;2022;26,6
Mujeres;De 18 a 64 años;Con cierta dificultad;2021;23,6
Mujeres;De 18 a 64 años;Con cierta dificultad;2020;22,8
Mujeres;De 18 a 64 años;Con cierta dificultad;2019;27,4
Mujeres;De 18 a 64 años;Con cierta dificultad;2018;28,1
Mujeres;De 18 a 64 años;Con cierta dificultad;2017;28
Mujeres;De 18 a 64 años;Con cierta dificultad;2016;26,8
Mujeres;De 18 a 64 años;Con cierta dificultad;2015;28,5
Mujeres;De 18 a 64 años;Con cierta dificultad;2014;28
Mujeres;De 18 a 64 años;Con cierta dificultad;2013;28
Mujeres;De 18 a 64 años;Con cierta dificultad;2012;27,7
Mujeres;De 18 a 64 años;Con cierta dificultad;2011;28,5
Mujeres;De 18 a 64 años;Con cierta dificultad;2010;27,4
Mujeres;De 18 a 64 años;Con cierta dificultad;2009;28,1
Mujeres;De 18 a 64 años;Con cierta dificultad;2008;31
Mujeres;De 18 a 64 años;Con cierta dificultad;2007;31,1
Mujeres;De 18 a 64 años;Con cierta dificultad;2006;31,8
Mujeres;De 18 a 64 años;Con cierta dificultad;2005;32,1
Mujeres;De 18 a 64 años;Con cierta dificultad;2004;32,3
Mujeres;De 18 a 64 años;Con cierta facilidad;2024;28,4
Mujeres;De 18 a 64 años;Con cierta facilidad;2023;27,8
Mujeres;De 18 a 64 años;Con cierta facilidad;2022;28,3
Mujeres;De 18 a 64 años;Con cierta facilidad;2021;29,8
Mujeres;De 18 a 64 años;Con cierta facilidad;2020;29,8
Mujeres;De 18 a 64 años;Con cierta facilidad;2019;33,5
Mujeres;De 18 a 64 años;Con cierta facilidad;2018;29,6
Mujeres;De 18 a 64 años;Con cierta facilidad;2017;32,2
Mujeres;De 18 a 64 años;Con cierta facilidad;2016;24,6
Mujeres;De 18 a 64 años;Con cierta facilidad;2015;24,6
Mujeres;De 18 a 64 años;Con cierta facilidad;2014;22,9
Mujeres;De 18 a 64 años;Con cierta facilidad;2013;21,9
Mujeres;De 18 a 64 años;Con cierta facilidad;2012;26,3
Mujeres;De 18 a 64 años;Con cierta facilidad;2011;27,7
Mujeres;De 18 a 64 años;Con cierta facilidad;2010;23,9
Mujeres;De 18 a 64 años;Con cierta facilidad;2009;24,7
Mujeres;De 18 a 64 años;Con cierta facilidad;2008;25,3
Mujeres;De 18 a 64 años;Con cierta facilidad;2007;25,5
Mujeres;De 18 a 64 años;Con cierta facilidad;2006;25,9
Mujeres;De 18 a 64 años;Con cierta facilidad;2005;27,4
Mujeres;De 18 a 64 años;Con cierta facilidad;2004;26,6
Mujeres;De 18 a 64 años;Con facilidad;2024;18,1
Mujeres;De 18 a 64 años;Con facilidad;2023;18,1
Mujeres;De 18 a 64 años;Con facilidad;2022;19
Mujeres;De 18 a 64 años;Con facilidad;2021;20,2
Mujeres;De 18 a 64 años;Con facilidad;2020;20,2
Mujeres;De 18 a 64 años;Con facilidad;2019;15,1
Mujeres;De 18 a 64 años;Con facilidad;2018;12,9
Mujeres;De 18 a 64 años;Con facilidad;2017;12,9
Mujeres;De 18 a 64 años;Con facilidad;2016;11,3
Mujeres;De 18 a 64 años;Con facilidad;2015;9,8
Mujeres;De 18 a 64 años;Con facilidad;2014;8,2
Mujeres;De 18 a 64 años;Con facilidad;2013;10
Mujeres;De 18 a 64 años;Con facilidad;2012;9,7
Mujeres;De 18 a 64 años;Con facilidad;2011;13,1
Mujeres;De 18 a 64 años;Con facilidad;2010;13,8
Mujeres;De 18 a 64 años;Con facilidad;2009;12,4
Mujeres;De 18 a 64 años;Con facilidad;2008;11,3
Mujeres;De 18 a 64 años;Con facilidad;2007;14,4
Mujeres;De 18 a 64 años;Con facilidad;2006;11
Mujeres;De 18 a 64 años;Con facilidad;2005;11,7
Mujeres;De 18 a 64 años;Con facilidad;2004;10,9
Mujeres;De 18 a 64 años;Con mucha facilidad;2024;3,6
